sample_id	donor_id	tissue	ex5_6	ex6_7	log_ex5_6	log_ex6_7
"GTEX-12WSA-0011-R5b-SM-5GU5I"	"GTEX-12WSA"	"Brain - Caudate (basal ganglia)"	34	23	3.55534806148941	3.17805383034795
"GTEX-12WSA-0011-R7b-SM-5GU5U"	"GTEX-12WSA"	"Brain - Putamen (basal ganglia)"	23	13	3.17805383034795	2.63905732961526
"GTEX-12WSA-0011-R8a-SM-5P9EX"	"GTEX-12WSA"	"Brain - Hypothalamus"	41	43	3.73766961828337	3.78418963391826
"GTEX-12WSA-2926-SM-5EQ4D"	"GTEX-12WSA"	"Brain - Cortex"	37	34	3.63758615972639	3.55534806148941
"GTEX-12WSC-0011-R10a-SM-5GU57"	"GTEX-12WSC"	"Brain - Frontal Cortex (BA9)"	39	29	3.68887945411394	3.40119738166216
"GTEX-12WSC-0011-R11a-SM-5GU5J"	"GTEX-12WSC"	"Brain - Cerebellar Hemisphere"	4	5	1.6094379124341	1.79175946922806
"GTEX-12WSC-0011-R3a-SM-5P9F1"	"GTEX-12WSC"	"Brain - Anterior cingulate cortex (BA24)"	58	53	4.07753744390572	3.98898404656427
"GTEX-12WSC-0011-R5b-SM-5CVNS"	"GTEX-12WSC"	"Brain - Caudate (basal ganglia)"	33	33	3.52636052461616	3.52636052461616
"GTEX-12WSC-0011-R6b-SM-5LU99"	"GTEX-12WSC"	"Brain - Nucleus accumbens (basal ganglia)"	19	14	2.99573227355399	2.70805020110221
"GTEX-12WSC-0011-R7b-SM-5LU9L"	"GTEX-12WSC"	"Brain - Putamen (basal ganglia)"	40	22	3.71357206670431	3.13549421592915
"GTEX-12WSC-0011-R9a-SM-5GU4U"	"GTEX-12WSC"	"Brain - Spinal cord (cervical c-1)"	58	39	4.07753744390572	3.68887945411394
"GTEX-12WSC-2926-SM-5BC5Z"	"GTEX-12WSC"	"Brain - Cerebellum"	7	4	2.07944154167984	1.6094379124341
"GTEX-12WSC-3026-SM-5GCNF"	"GTEX-12WSC"	"Brain - Cortex"	68	49	4.23410650459726	3.91202300542815
"GTEX-12WSD-0011-R11a-SM-9OSVC"	"GTEX-12WSD"	"Brain - Cerebellar Hemisphere"	3	2	1.38629436111989	1.09861228866811
"GTEX-12WSD-0011-R1b-SM-5LZVY"	"GTEX-12WSD"	"Brain - Hippocampus"	20	19	3.04452243772342	2.99573227355399
"GTEX-12WSD-0011-R2a-SM-5LZWB"	"GTEX-12WSD"	"Brain - Substantia nigra"	9	6	2.30258509299405	1.94591014905531
"GTEX-12WSD-0011-R3b-SM-5LZWN"	"GTEX-12WSD"	"Brain - Anterior cingulate cortex (BA24)"	9	6	2.30258509299405	1.94591014905531
"GTEX-12WSD-0011-R4b-SM-5LZUA"	"GTEX-12WSD"	"Brain - Amygdala"	40	26	3.71357206670431	3.29583686600433
"GTEX-12WSD-0011-R5b-SM-5CVNG"	"GTEX-12WSD"	"Brain - Caudate (basal ganglia)"	29	24	3.40119738166216	3.2188758248682
"GTEX-12WSD-0011-R6b-SM-5P9JU"	"GTEX-12WSD"	"Brain - Nucleus accumbens (basal ganglia)"	24	16	3.2188758248682	2.83321334405622
"GTEX-12WSD-0011-R7b-SM-5PNWE"	"GTEX-12WSD"	"Brain - Putamen (basal ganglia)"	19	30	2.99573227355399	3.43398720448515
"GTEX-12WSD-0011-R9a-SM-5GU6W"	"GTEX-12WSD"	"Brain - Spinal cord (cervical c-1)"	41	17	3.73766961828337	2.89037175789616
"GTEX-12WSD-3026-SM-5LZU7"	"GTEX-12WSD"	"Brain - Cerebellum"	14	16	2.70805020110221	2.83321334405622
"GTEX-12WSD-3126-SM-5HL7P"	"GTEX-12WSD"	"Brain - Cortex"	37	33	3.63758615972639	3.52636052461616
"GTEX-12WSE-0011-R10b-SM-5P9JV"	"GTEX-12WSE"	"Brain - Frontal Cortex (BA9)"	95	73	4.56434819146784	4.30406509320417
"GTEX-12WSE-0011-R11b-SM-5P9JW"	"GTEX-12WSE"	"Brain - Cerebellar Hemisphere"	11	6	2.484906649788	1.94591014905531
"GTEX-12WSE-0011-R1b-SM-5GU4V"	"GTEX-12WSE"	"Brain - Hippocampus"	30	25	3.43398720448515	3.25809653802148
"GTEX-12WSE-0011-R6b-SM-5LZV5"	"GTEX-12WSE"	"Brain - Nucleus accumbens (basal ganglia)"	12	13	2.56494935746154	2.63905732961526
"GTEX-12WSE-0011-R7a-SM-5PNWF"	"GTEX-12WSE"	"Brain - Putamen (basal ganglia)"	5	9	1.79175946922806	2.30258509299405
"GTEX-12WSE-2926-SM-5RQJ9"	"GTEX-12WSE"	"Brain - Cerebellum"	7	6	2.07944154167984	1.94591014905531
"GTEX-12WSF-0011-R10a-SM-5LZVH"	"GTEX-12WSF"	"Brain - Frontal Cortex (BA9)"	45	35	3.8286413964891	3.58351893845611
"GTEX-12WSF-0011-R11a-SM-5LZVT"	"GTEX-12WSF"	"Brain - Cerebellar Hemisphere"	6	4	1.94591014905531	1.6094379124341
"GTEX-12WSF-0011-R1a-SM-5DUVI"	"GTEX-12WSF"	"Brain - Hippocampus"	14	21	2.70805020110221	3.09104245335832
"GTEX-12WSF-0011-R2a-SM-5DUVU"	"GTEX-12WSF"	"Brain - Substantia nigra"	26	37	3.29583686600433	3.63758615972639
"GTEX-12WSF-0011-R3a-SM-5DUW7"	"GTEX-12WSF"	"Brain - Anterior cingulate cortex (BA24)"	33	25	3.52636052461616	3.25809653802148
"GTEX-12WSF-0011-R4b-SM-5HL88"	"GTEX-12WSF"	"Brain - Amygdala"	21	28	3.09104245335832	3.36729582998647
"GTEX-12WSF-0011-R5a-SM-5HL8K"	"GTEX-12WSF"	"Brain - Caudate (basal ganglia)"	28	21	3.36729582998647	3.09104245335832
"GTEX-12WSF-0011-R6b-SM-5HL8W"	"GTEX-12WSF"	"Brain - Nucleus accumbens (basal ganglia)"	27	23	3.3322045101752	3.17805383034795
"GTEX-12WSF-0011-R7b-SM-5HL99"	"GTEX-12WSF"	"Brain - Putamen (basal ganglia)"	15	15	2.77258872223978	2.77258872223978
"GTEX-12WSF-3126-SM-6M478"	"GTEX-12WSF"	"Brain - Cortex"	51	45	3.95124371858143	3.8286413964891
"GTEX-12WSH-0011-R10a-SM-5LZUS"	"GTEX-12WSH"	"Brain - Frontal Cortex (BA9)"	34	24	3.55534806148941	3.2188758248682
"GTEX-12WSH-0011-R11a-SM-5LZVM"	"GTEX-12WSH"	"Brain - Cerebellar Hemisphere"	2	7	1.09861228866811	2.07944154167984
"GTEX-12WSH-0011-R1a-SM-5GU5V"	"GTEX-12WSH"	"Brain - Hippocampus"	16	19	2.83321334405622	2.99573227355399
"GTEX-12WSH-0011-R2a-SM-5GU68"	"GTEX-12WSH"	"Brain - Substantia nigra"	23	32	3.17805383034795	3.49650756146648
"GTEX-12WSH-0011-R4a-SM-5GU6K"	"GTEX-12WSH"	"Brain - Amygdala"	12	12	2.56494935746154	2.56494935746154
"GTEX-12WSH-0011-R5b-SM-5P9F3"	"GTEX-12WSH"	"Brain - Caudate (basal ganglia)"	29	20	3.40119738166216	3.04452243772342
"GTEX-12WSH-0011-R6b-SM-5P9F4"	"GTEX-12WSH"	"Brain - Nucleus accumbens (basal ganglia)"	28	21	3.36729582998647	3.09104245335832
"GTEX-12WSH-0011-R9b-SM-5LZUG"	"GTEX-12WSH"	"Brain - Spinal cord (cervical c-1)"	69	51	4.24849524204936	3.95124371858143
"GTEX-12WSH-3026-SM-5CVNI"	"GTEX-12WSH"	"Brain - Cortex"	67	62	4.21950770517611	4.14313472639153
"GTEX-12WSH-3126-SM-5LZW8"	"GTEX-12WSH"	"Brain - Cerebellum"	17	9	2.89037175789616	2.30258509299405
"GTEX-12WSI-0011-R11b-SM-5P9EZ"	"GTEX-12WSI"	"Brain - Cerebellar Hemisphere"	10	8	2.39789527279837	2.19722457733622
"GTEX-12WSI-0011-R7b-SM-5GU78"	"GTEX-12WSI"	"Brain - Putamen (basal ganglia)"	25	30	3.25809653802148	3.43398720448515
"GTEX-12WSM-0011-R10a-SM-5DUWV"	"GTEX-12WSM"	"Brain - Frontal Cortex (BA9)"	88	58	4.48863636973214	4.07753744390572
"GTEX-12WSM-0011-R11a-SM-5DUX8"	"GTEX-12WSM"	"Brain - Cerebellar Hemisphere"	16	14	2.83321334405622	2.70805020110221
"GTEX-12WSM-0011-R1a-SM-5LZW6"	"GTEX-12WSM"	"Brain - Hippocampus"	37	29	3.63758615972639	3.40119738166216
"GTEX-12WSM-0011-R3b-SM-5LZWI"	"GTEX-12WSM"	"Brain - Anterior cingulate cortex (BA24)"	46	41	3.85014760171006	3.73766961828337
"GTEX-12WSM-0011-R5a-SM-5EQ4Y"	"GTEX-12WSM"	"Brain - Caudate (basal ganglia)"	48	31	3.89182029811063	3.46573590279973
"GTEX-12WSM-0011-R6b-SM-5EQ6N"	"GTEX-12WSM"	"Brain - Nucleus accumbens (basal ganglia)"	21	21	3.09104245335832	3.09104245335832
"GTEX-12WSM-0011-R7b-SM-5EGLD"	"GTEX-12WSM"	"Brain - Putamen (basal ganglia)"	35	26	3.58351893845611	3.29583686600433
"GTEX-12WSM-0011-R8a-SM-5DUWJ"	"GTEX-12WSM"	"Brain - Hypothalamus"	20	25	3.04452243772342	3.25809653802148
"GTEX-12WSM-2126-SM-5GCOC"	"GTEX-12WSM"	"Brain - Cerebellum"	20	16	3.04452243772342	2.83321334405622
"GTEX-12ZZW-0011-R10b-SM-5HL9X"	"GTEX-12ZZW"	"Brain - Frontal Cortex (BA9)"	44	33	3.80666248977032	3.52636052461616
"GTEX-12ZZW-0011-R3a-SM-5DUWW"	"GTEX-12ZZW"	"Brain - Anterior cingulate cortex (BA24)"	18	13	2.94443897916644	2.63905732961526
"GTEX-12ZZW-0011-R4a-SM-5DUX9"	"GTEX-12ZZW"	"Brain - Amygdala"	20	14	3.04452243772342	2.70805020110221
"GTEX-12ZZW-0011-R5a-SM-5DUVN"	"GTEX-12ZZW"	"Brain - Caudate (basal ganglia)"	23	22	3.17805383034795	3.13549421592915
"GTEX-12ZZW-0011-R6a-SM-5DUVZ"	"GTEX-12ZZW"	"Brain - Nucleus accumbens (basal ganglia)"	15	20	2.77258872223978	3.04452243772342
"GTEX-12ZZW-0011-R7a-SM-5DUWC"	"GTEX-12ZZW"	"Brain - Putamen (basal ganglia)"	21	13	3.09104245335832	2.63905732961526
"GTEX-12ZZW-2926-SM-5LZUP"	"GTEX-12ZZW"	"Brain - Cortex"	71	53	4.27666611901606	3.98898404656427
"GTEX-12ZZX-0011-R10b-SM-5DUWK"	"GTEX-12ZZX"	"Brain - Frontal Cortex (BA9)"	65	60	4.18965474202643	4.11087386417331
"GTEX-12ZZX-0011-R11a-SM-5DUVJ"	"GTEX-12ZZX"	"Brain - Cerebellar Hemisphere"	17	12	2.89037175789616	2.56494935746154
"GTEX-12ZZX-0011-R1a-SM-5EQ6B"	"GTEX-12ZZX"	"Brain - Hippocampus"	51	46	3.95124371858143	3.85014760171006
"GTEX-12ZZX-0011-R2a-SM-5EGLG"	"GTEX-12ZZX"	"Brain - Substantia nigra"	29	27	3.40119738166216	3.3322045101752
"GTEX-12ZZX-0011-R3b-SM-5EGLH"	"GTEX-12ZZX"	"Brain - Anterior cingulate cortex (BA24)"	65	44	4.18965474202643	3.80666248977032
"GTEX-12ZZX-0011-R5a-SM-5HL89"	"GTEX-12ZZX"	"Brain - Caudate (basal ganglia)"	46	34	3.85014760171006	3.55534806148941
"GTEX-12ZZX-0011-R6a-SM-5HL8L"	"GTEX-12ZZX"	"Brain - Nucleus accumbens (basal ganglia)"	30	25	3.43398720448515	3.25809653802148
"GTEX-12ZZX-0011-R7b-SM-5DUVV"	"GTEX-12ZZX"	"Brain - Putamen (basal ganglia)"	32	35	3.49650756146648	3.58351893845611
"GTEX-12ZZX-0011-R8a-SM-5DUW8"	"GTEX-12ZZX"	"Brain - Hypothalamus"	29	19	3.40119738166216	2.99573227355399
"GTEX-12ZZX-2826-SM-5BC6K"	"GTEX-12ZZX"	"Brain - Cerebellum"	21	14	3.09104245335832	2.70805020110221
"GTEX-12ZZX-2926-SM-5GCOQ"	"GTEX-12ZZX"	"Brain - Cortex"	77	57	4.35670882668959	4.06044301054642
"GTEX-12ZZY-0011-R10b-SM-5HL7W"	"GTEX-12ZZY"	"Brain - Frontal Cortex (BA9)"	52	54	3.97029191355212	4.00733318523247
"GTEX-12ZZY-0011-R5a-SM-5EGL9"	"GTEX-12ZZY"	"Brain - Caudate (basal ganglia)"	54	44	4.00733318523247	3.80666248977032
"GTEX-12ZZY-0011-R6b-SM-5EGLA"	"GTEX-12ZZY"	"Brain - Nucleus accumbens (basal ganglia)"	45	30	3.8286413964891	3.43398720448515
"GTEX-12ZZY-0011-R7a-SM-5EGLB"	"GTEX-12ZZY"	"Brain - Putamen (basal ganglia)"	57	35	4.06044301054642	3.58351893845611
"GTEX-12ZZY-2926-SM-5DUXO"	"GTEX-12ZZY"	"Brain - Cerebellum"	18	8	2.94443897916644	2.19722457733622
"GTEX-12ZZY-3026-SM-5GCOU"	"GTEX-12ZZY"	"Brain - Cortex"	44	41	3.80666248977032	3.73766961828337
"GTEX-12ZZZ-0011-R10a-SM-5P9HC"	"GTEX-12ZZZ"	"Brain - Frontal Cortex (BA9)"	110	74	4.70953020131233	4.31748811353631
"GTEX-12ZZZ-0011-R11a-SM-5EGLC"	"GTEX-12ZZZ"	"Brain - Cerebellar Hemisphere"	26	27	3.29583686600433	3.3322045101752
"GTEX-12ZZZ-0011-R3b-SM-5DUXK"	"GTEX-12ZZZ"	"Brain - Anterior cingulate cortex (BA24)"	53	34	3.98898404656427	3.55534806148941
"GTEX-12ZZZ-0011-R4b-SM-5DUV7"	"GTEX-12ZZZ"	"Brain - Amygdala"	17	13	2.89037175789616	2.63905732961526
"GTEX-12ZZZ-0011-R5a-SM-5EQ4M"	"GTEX-12ZZZ"	"Brain - Caudate (basal ganglia)"	54	28	4.00733318523247	3.36729582998647
"GTEX-12ZZZ-0011-R6b-SM-5EQ5B"	"GTEX-12ZZZ"	"Brain - Nucleus accumbens (basal ganglia)"	40	39	3.71357206670431	3.68887945411394
"GTEX-12ZZZ-0011-R7b-SM-5EGLE"	"GTEX-12ZZZ"	"Brain - Putamen (basal ganglia)"	48	25	3.89182029811063	3.25809653802148
"GTEX-12ZZZ-3026-SM-5BC67"	"GTEX-12ZZZ"	"Brain - Cortex"	46	49	3.85014760171006	3.91202300542815
"GTEX-12ZZZ-3126-SM-5LZU6"	"GTEX-12ZZZ"	"Brain - Cerebellum"	25	25	3.25809653802148	3.25809653802148
"GTEX-13112-0011-R1b-SM-5HL7K"	"GTEX-13112"	"Brain - Hippocampus"	30	26	3.43398720448515	3.29583686600433
"GTEX-13112-0011-R3b-SM-5HL9L"	"GTEX-13112"	"Brain - Anterior cingulate cortex (BA24)"	19	32	2.99573227355399	3.49650756146648
"GTEX-13112-0011-R4b-SM-5DUXL"	"GTEX-13112"	"Brain - Amygdala"	21	23	3.09104245335832	3.17805383034795
"GTEX-13112-0011-R5b-SM-5DUV8"	"GTEX-13112"	"Brain - Caudate (basal ganglia)"	22	21	3.13549421592915	3.09104245335832
"GTEX-13112-0011-R6b-SM-5DUVK"	"GTEX-13112"	"Brain - Nucleus accumbens (basal ganglia)"	23	18	3.17805383034795	2.94443897916644
"GTEX-13112-0011-R7b-SM-5DUVW"	"GTEX-13112"	"Brain - Putamen (basal ganglia)"	43	36	3.78418963391826	3.61091791264422
"GTEX-13112-0011-R8b-SM-664OV"	"GTEX-13112"	"Brain - Hypothalamus"	20	13	3.04452243772342	2.63905732961526
"GTEX-13112-2926-SM-5DUWT"	"GTEX-13112"	"Brain - Cerebellum"	13	7	2.63905732961526	2.07944154167984
"GTEX-1313W-0011-R10b-SM-5DUXA"	"GTEX-1313W"	"Brain - Frontal Cortex (BA9)"	76	42	4.34380542185368	3.76120011569356
"GTEX-1313W-0011-R11a-SM-5DUXN"	"GTEX-1313W"	"Brain - Cerebellar Hemisphere"	11	9	2.484906649788	2.30258509299405
"GTEX-1313W-0011-R1b-SM-5EQ4A"	"GTEX-1313W"	"Brain - Hippocampus"	39	37	3.68887945411394	3.63758615972639
"GTEX-1313W-0011-R2a-SM-5EGLF"	"GTEX-1313W"	"Brain - Substantia nigra"	31	22	3.46573590279973	3.13549421592915
"GTEX-1313W-0011-R3a-SM-5EGLI"	"GTEX-1313W"	"Brain - Anterior cingulate cortex (BA24)"	77	42	4.35670882668959	3.76120011569356
"GTEX-1313W-0011-R4b-SM-5KLZV"	"GTEX-1313W"	"Brain - Amygdala"	48	48	3.89182029811063	3.89182029811063
"GTEX-1313W-0011-R5b-SM-5L3EP"	"GTEX-1313W"	"Brain - Caudate (basal ganglia)"	40	37	3.71357206670431	3.63758615972639
"GTEX-1313W-0011-R6a-SM-5K7XO"	"GTEX-1313W"	"Brain - Nucleus accumbens (basal ganglia)"	39	39	3.68887945411394	3.68887945411394
"GTEX-1313W-0011-R7b-SM-5DUWL"	"GTEX-1313W"	"Brain - Putamen (basal ganglia)"	20	16	3.04452243772342	2.83321334405622
"GTEX-1313W-0011-R8a-SM-5DUVM"	"GTEX-1313W"	"Brain - Hypothalamus"	12	11	2.56494935746154	2.484906649788
"GTEX-1313W-3026-SM-5LZUZ"	"GTEX-1313W"	"Brain - Cerebellum"	18	17	2.94443897916644	2.89037175789616
"GTEX-1313W-3126-SM-5LZUI"	"GTEX-1313W"	"Brain - Cortex"	47	35	3.87120101090789	3.58351893845611
"GTEX-131XH-0011-R10a-SM-5EGLJ"	"GTEX-131XH"	"Brain - Frontal Cortex (BA9)"	87	71	4.47733681447821	4.27666611901606
"GTEX-131XH-0011-R11a-SM-5EGLN"	"GTEX-131XH"	"Brain - Cerebellar Hemisphere"	14	7	2.70805020110221	2.07944154167984
"GTEX-131XH-0011-R1a-SM-5DUWA"	"GTEX-131XH"	"Brain - Hippocampus"	32	23	3.49650756146648	3.17805383034795
"GTEX-131XH-0011-R2b-SM-5DUVY"	"GTEX-131XH"	"Brain - Substantia nigra"	24	18	3.2188758248682	2.94443897916644
"GTEX-131XH-0011-R3b-SM-5DUWM"	"GTEX-131XH"	"Brain - Anterior cingulate cortex (BA24)"	47	30	3.87120101090789	3.43398720448515
"GTEX-131XH-0011-R4b-SM-5DUWB"	"GTEX-131XH"	"Brain - Amygdala"	26	14	3.29583686600433	2.70805020110221
"GTEX-131XH-0011-R6a-SM-5KM2G"	"GTEX-131XH"	"Brain - Nucleus accumbens (basal ganglia)"	50	29	3.93182563272433	3.40119738166216
"GTEX-131XH-0011-R8a-SM-5EGLL"	"GTEX-131XH"	"Brain - Hypothalamus"	30	25	3.43398720448515	3.25809653802148
"GTEX-131XH-2926-SM-5LZU4"	"GTEX-131XH"	"Brain - Cerebellum"	7	7	2.07944154167984	2.07944154167984
"GTEX-131XW-0011-R10a-SM-5DUVA"	"GTEX-131XW"	"Brain - Frontal Cortex (BA9)"	21	17	3.09104245335832	2.89037175789616
"GTEX-131XW-0011-R11a-SM-5DUV9"	"GTEX-131XW"	"Brain - Cerebellar Hemisphere"	12	4	2.56494935746154	1.6094379124341
"GTEX-131XW-0011-R6b-SM-5K7XY"	"GTEX-131XW"	"Brain - Nucleus accumbens (basal ganglia)"	14	14	2.70805020110221	2.70805020110221
"GTEX-131XW-0011-R8a-SM-5DUWY"	"GTEX-131XW"	"Brain - Hypothalamus"	7	9	2.07944154167984	2.30258509299405
"GTEX-131XW-0011-R9a-SM-5N9EO"	"GTEX-131XW"	"Brain - Spinal cord (cervical c-1)"	89	86	4.49980967033027	4.46590811865458
"GTEX-131XW-3126-SM-5LZUC"	"GTEX-131XW"	"Brain - Cortex"	46	50	3.85014760171006	3.93182563272433
"GTEX-131YS-0011-R10b-SM-5EQ5N"	"GTEX-131YS"	"Brain - Frontal Cortex (BA9)"	64	68	4.17438726989564	4.23410650459726
"GTEX-131YS-0011-R11b-SM-5EGLM"	"GTEX-131YS"	"Brain - Cerebellar Hemisphere"	14	8	2.70805020110221	2.19722457733622
"GTEX-131YS-0011-R1a-SM-5DUXC"	"GTEX-131YS"	"Brain - Hippocampus"	29	28	3.40119738166216	3.36729582998647
"GTEX-131YS-0011-R3b-SM-5DUXB"	"GTEX-131YS"	"Brain - Anterior cingulate cortex (BA24)"	24	28	3.2188758248682	3.36729582998647
"GTEX-131YS-0011-R4a-SM-5DUVL"	"GTEX-131YS"	"Brain - Amygdala"	21	30	3.09104245335832	3.43398720448515
"GTEX-131YS-0011-R5b-SM-5K7YB"	"GTEX-131YS"	"Brain - Caudate (basal ganglia)"	45	37	3.8286413964891	3.63758615972639
"GTEX-131YS-0011-R7a-SM-5IJDA"	"GTEX-131YS"	"Brain - Putamen (basal ganglia)"	33	40	3.52636052461616	3.71357206670431
"GTEX-131YS-0011-R9b-SM-5EQLY"	"GTEX-131YS"	"Brain - Spinal cord (cervical c-1)"	66	51	4.20469261939097	3.95124371858143
"GTEX-131YS-3026-SM-5EGHY"	"GTEX-131YS"	"Brain - Cerebellum"	13	4	2.63905732961526	1.6094379124341
"GTEX-131YS-3126-SM-5KLYT"	"GTEX-131YS"	"Brain - Cortex"	72	74	4.29045944114839	4.31748811353631
"GTEX-132Q8-0011-R10b-SM-5DUWZ"	"GTEX-132Q8"	"Brain - Frontal Cortex (BA9)"	41	28	3.73766961828337	3.36729582998647
"GTEX-132Q8-0011-R11b-SM-5DUW9"	"GTEX-132Q8"	"Brain - Cerebellar Hemisphere"	1	4	0.693147180559945	1.6094379124341
"GTEX-132Q8-0011-R1a-SM-5EGLK"	"GTEX-132Q8"	"Brain - Hippocampus"	71	55	4.27666611901606	4.02535169073515
"GTEX-132Q8-0011-R2b-SM-5EQ5Z"	"GTEX-132Q8"	"Brain - Substantia nigra"	51	46	3.95124371858143	3.85014760171006
"GTEX-132Q8-0011-R5a-SM-5IJDM"	"GTEX-132Q8"	"Brain - Caudate (basal ganglia)"	59	50	4.0943445622221	3.93182563272433
"GTEX-132Q8-0011-R6a-SM-5K7YN"	"GTEX-132Q8"	"Brain - Nucleus accumbens (basal ganglia)"	50	29	3.93182563272433	3.40119738166216
"GTEX-132Q8-0011-R7b-SM-5N9F1"	"GTEX-132Q8"	"Brain - Putamen (basal ganglia)"	114	96	4.74493212836325	4.57471097850338
"GTEX-132Q8-0011-R8b-SM-5DUWX"	"GTEX-132Q8"	"Brain - Hypothalamus"	31	30	3.46573590279973	3.43398720448515
"GTEX-132Q8-2926-SM-5IFFP"	"GTEX-132Q8"	"Brain - Cerebellum"	23	14	3.17805383034795	2.70805020110221
"GTEX-132Q8-3026-SM-5PNVG"	"GTEX-132Q8"	"Brain - Cortex"	81	64	4.40671924726425	4.17438726989564
"GTEX-1399T-0011-R11a-SM-5J2O1"	"GTEX-1399T"	"Brain - Cerebellar Hemisphere"	9	18	2.30258509299405	2.94443897916644
"GTEX-1399T-0011-R1b-SM-5DUWN"	"GTEX-1399T"	"Brain - Hippocampus"	12	12	2.56494935746154	2.56494935746154
"GTEX-1399T-0011-R2b-SM-5DUXM"	"GTEX-1399T"	"Brain - Substantia nigra"	23	24	3.17805383034795	3.2188758248682
"GTEX-1399T-0011-R4b-SM-5DUVX"	"GTEX-1399T"	"Brain - Amygdala"	19	24	2.99573227355399	3.2188758248682
"GTEX-1399T-0011-R5b-SM-5IJDK"	"GTEX-1399T"	"Brain - Caudate (basal ganglia)"	32	39	3.49650756146648	3.68887945411394
"GTEX-1399T-0011-R6b-SM-5K7YL"	"GTEX-1399T"	"Brain - Nucleus accumbens (basal ganglia)"	36	40	3.61091791264422	3.71357206670431
"GTEX-1399T-0011-R8b-SM-5IJD8"	"GTEX-1399T"	"Brain - Hypothalamus"	23	27	3.17805383034795	3.3322045101752
"GTEX-1399T-3026-SM-5KLZC"	"GTEX-1399T"	"Brain - Cortex"	68	48	4.23410650459726	3.89182029811063
"GTEX-1399T-3126-SM-5IJFS"	"GTEX-1399T"	"Brain - Cerebellum"	13	12	2.63905732961526	2.56494935746154
"GTEX-139T4-0011-R9b-SM-5HL6S"	"GTEX-139T4"	"Brain - Spinal cord (cervical c-1)"	75	55	4.33073334028633	4.02535169073515
"GTEX-139T8-0011-R1a-SM-5HL75"	"GTEX-139T8"	"Brain - Hippocampus"	16	10	2.83321334405622	2.39789527279837
"GTEX-139T8-0011-R3b-SM-5HL4R"	"GTEX-139T8"	"Brain - Anterior cingulate cortex (BA24)"	23	25	3.17805383034795	3.25809653802148
"GTEX-139T8-0011-R4a-SM-5HL54"	"GTEX-139T8"	"Brain - Amygdala"	24	19	3.2188758248682	2.99573227355399
"GTEX-139T8-0011-R5b-SM-5J1MO"	"GTEX-139T8"	"Brain - Caudate (basal ganglia)"	26	21	3.29583686600433	3.09104245335832
"GTEX-139T8-1026-SM-5J2MC"	"GTEX-139T8"	"Brain - Cortex"	55	55	4.02535169073515	4.02535169073515
"GTEX-139TS-0011-R10a-SM-5K7TU"	"GTEX-139TS"	"Brain - Frontal Cortex (BA9)"	47	49	3.87120101090789	3.91202300542815
"GTEX-139TS-0011-R2b-SM-5J1MX"	"GTEX-139TS"	"Brain - Substantia nigra"	41	27	3.73766961828337	3.3322045101752
"GTEX-139TS-0011-R5b-SM-5J2MZ"	"GTEX-139TS"	"Brain - Caudate (basal ganglia)"	25	30	3.25809653802148	3.43398720448515
"GTEX-139TS-0011-R6a-SM-5J2OB"	"GTEX-139TS"	"Brain - Nucleus accumbens (basal ganglia)"	25	15	3.25809653802148	2.77258872223978
"GTEX-139TS-0011-R7a-SM-5K7X7"	"GTEX-139TS"	"Brain - Putamen (basal ganglia)"	10	13	2.39789527279837	2.63905732961526
"GTEX-139TS-0011-R8a-SM-5J1NP"	"GTEX-139TS"	"Brain - Hypothalamus"	2	10	1.09861228866811	2.39789527279837
"GTEX-139TS-3126-SM-5LZWX"	"GTEX-139TS"	"Brain - Cerebellum"	15	15	2.77258872223978	2.77258872223978
"GTEX-139TT-0011-R11b-SM-5LZV1"	"GTEX-139TT"	"Brain - Cerebellar Hemisphere"	2	4	1.09861228866811	1.6094379124341
"GTEX-139TT-0011-R1a-SM-5LZVD"	"GTEX-139TT"	"Brain - Hippocampus"	38	28	3.66356164612965	3.36729582998647
"GTEX-139TT-0011-R3b-SM-5K7VL"	"GTEX-139TT"	"Brain - Anterior cingulate cortex (BA24)"	43	39	3.78418963391826	3.68887945411394
"GTEX-139TT-0011-R5b-SM-5K7W8"	"GTEX-139TT"	"Brain - Caudate (basal ganglia)"	48	44	3.89182029811063	3.80666248977032
"GTEX-139TT-0011-R6b-SM-5J2ON"	"GTEX-139TT"	"Brain - Nucleus accumbens (basal ganglia)"	50	49	3.93182563272433	3.91202300542815
"GTEX-139TT-0011-R7b-SM-5J2MN"	"GTEX-139TT"	"Brain - Putamen (basal ganglia)"	34	25	3.55534806148941	3.25809653802148
"GTEX-139TT-2626-SM-5LZUB"	"GTEX-139TT"	"Brain - Cerebellum"	25	22	3.25809653802148	3.13549421592915
"GTEX-139TU-0011-R5b-SM-5L3E1"	"GTEX-139TU"	"Brain - Caudate (basal ganglia)"	58	42	4.07753744390572	3.76120011569356
"GTEX-139UW-0011-R11a-SM-5IJGN"	"GTEX-139UW"	"Brain - Cerebellar Hemisphere"	27	24	3.3322045101752	3.2188758248682
"GTEX-139UW-0011-R9b-SM-5LZYT"	"GTEX-139UW"	"Brain - Spinal cord (cervical c-1)"	114	86	4.74493212836325	4.46590811865458
"GTEX-13CF2-0011-R11b-SM-5LZXO"	"GTEX-13CF2"	"Brain - Cerebellar Hemisphere"	4	7	1.6094379124341	2.07944154167984
"GTEX-13CF2-0011-R1a-SM-5LZY1"	"GTEX-13CF2"	"Brain - Hippocampus"	9	14	2.30258509299405	2.70805020110221
