sample_id	donor_id	tissue	ex5_6	ex6_7	log_ex5_6	log_ex6_7
"GTEX-183WM-0011-R5a-SM-718A4"	"GTEX-183WM"	"Brain - Caudate (basal ganglia)"	42	39	3.76120011569356	3.68887945411394
"GTEX-183WM-0011-R6b-SM-72D66"	"GTEX-183WM"	"Brain - Nucleus accumbens (basal ganglia)"	36	33	3.61091791264422	3.52636052461616
"GTEX-183WM-0011-R7b-SM-731AX"	"GTEX-183WM"	"Brain - Putamen (basal ganglia)"	18	31	2.94443897916644	3.46573590279973
"GTEX-183WM-0011-R8a-SM-7189W"	"GTEX-183WM"	"Brain - Hypothalamus"	28	30	3.36729582998647	3.43398720448515
"GTEX-183WM-2726-SM-7KFRF"	"GTEX-183WM"	"Brain - Cerebellum"	29	12	3.40119738166216	2.56494935746154
"GTEX-183WM-2826-SM-731C2"	"GTEX-183WM"	"Brain - Cortex"	51	45	3.95124371858143	3.8286413964891
"GTEX-18464-0011-R10a-SM-72D6X"	"GTEX-18464"	"Brain - Frontal Cortex (BA9)"	42	39	3.76120011569356	3.68887945411394
"GTEX-18464-0011-R11a-SM-72D76"	"GTEX-18464"	"Brain - Cerebellar Hemisphere"	3	2	1.38629436111989	1.09861228866811
"GTEX-18464-0011-R2a-SM-731AL"	"GTEX-18464"	"Brain - Substantia nigra"	23	18	3.17805383034795	2.94443897916644
"GTEX-18464-0011-R4a-SM-7LG6T"	"GTEX-18464"	"Brain - Amygdala"	24	26	3.2188758248682	3.29583686600433
"GTEX-18464-0011-R5b-SM-718A6"	"GTEX-18464"	"Brain - Caudate (basal ganglia)"	78	70	4.36944785246702	4.26267987704132
"GTEX-18464-0011-R6a-SM-731CA"	"GTEX-18464"	"Brain - Nucleus accumbens (basal ganglia)"	65	49	4.18965474202643	3.91202300542815
"GTEX-18464-0011-R7b-SM-731CM"	"GTEX-18464"	"Brain - Putamen (basal ganglia)"	13	19	2.63905732961526	2.99573227355399
"GTEX-18464-0011-R8a-SM-72D4Z"	"GTEX-18464"	"Brain - Hypothalamus"	20	15	3.04452243772342	2.77258872223978
"GTEX-18464-0011-R9a-SM-731BK"	"GTEX-18464"	"Brain - Spinal cord (cervical c-1)"	57	44	4.06044301054642	3.80666248977032
"GTEX-18465-0011-R11a-SM-72D78"	"GTEX-18465"	"Brain - Cerebellar Hemisphere"	8	6	2.19722457733622	1.94591014905531
"GTEX-18465-0011-R5a-SM-72D5J"	"GTEX-18465"	"Brain - Caudate (basal ganglia)"	44	43	3.80666248977032	3.78418963391826
"GTEX-18465-0011-R6a-SM-7LG6M"	"GTEX-18465"	"Brain - Nucleus accumbens (basal ganglia)"	28	40	3.36729582998647	3.71357206670431
"GTEX-18465-0011-R7b-SM-7LG6V"	"GTEX-18465"	"Brain - Putamen (basal ganglia)"	44	41	3.80666248977032	3.73766961828337
"GTEX-18465-0011-R8b-SM-7LG6O"	"GTEX-18465"	"Brain - Hypothalamus"	16	19	2.83321334405622	2.99573227355399
"GTEX-18465-2926-SM-7KFSE"	"GTEX-18465"	"Brain - Cerebellum"	26	24	3.29583686600433	3.2188758248682
"GTEX-18465-3026-SM-7LG6Y"	"GTEX-18465"	"Brain - Cortex"	94	87	4.55387689160054	4.47733681447821
"GTEX-18A6Q-0011-R10b-SM-72D7A"	"GTEX-18A6Q"	"Brain - Frontal Cortex (BA9)"	61	50	4.12713438504509	3.93182563272433
"GTEX-18A6Q-0011-R11a-SM-72D6H"	"GTEX-18A6Q"	"Brain - Cerebellar Hemisphere"	10	7	2.39789527279837	2.07944154167984
"GTEX-18A6Q-0011-R1b-SM-731DI"	"GTEX-18A6Q"	"Brain - Hippocampus"	24	21	3.2188758248682	3.09104245335832
"GTEX-18A6Q-0011-R3a-SM-718A7"	"GTEX-18A6Q"	"Brain - Anterior cingulate cortex (BA24)"	51	38	3.95124371858143	3.66356164612965
"GTEX-18A6Q-0011-R6a-SM-7LG6R"	"GTEX-18A6Q"	"Brain - Nucleus accumbens (basal ganglia)"	29	33	3.40119738166216	3.52636052461616
"GTEX-18A6Q-2826-SM-7LTAO"	"GTEX-18A6Q"	"Brain - Cerebellum"	22	25	3.13549421592915	3.25809653802148
"GTEX-18A6Q-2926-SM-718AR"	"GTEX-18A6Q"	"Brain - Cortex"	84	80	4.44265125649032	4.39444915467244
"GTEX-1A32A-0011-R1a-SM-7P8SQ"	"GTEX-1A32A"	"Brain - Hippocampus"	24	23	3.2188758248682	3.17805383034795
"GTEX-1A32A-0011-R9b-SM-7MGXD"	"GTEX-1A32A"	"Brain - Spinal cord (cervical c-1)"	62	64	4.14313472639153	4.17438726989564
"GTEX-1A3MX-0011-R10b-SM-7P8PG"	"GTEX-1A3MX"	"Brain - Frontal Cortex (BA9)"	51	33	3.95124371858143	3.52636052461616
"GTEX-1A3MX-0011-R11b-SM-7DUGP"	"GTEX-1A3MX"	"Brain - Cerebellar Hemisphere"	21	24	3.09104245335832	3.2188758248682
"GTEX-1A3MX-0011-R1b-SM-7P8PH"	"GTEX-1A3MX"	"Brain - Hippocampus"	31	22	3.46573590279973	3.13549421592915
"GTEX-1A3MX-0011-R2b-SM-7EWFL"	"GTEX-1A3MX"	"Brain - Substantia nigra"	63	61	4.15888308335967	4.12713438504509
"GTEX-1A3MX-0011-R3b-SM-79OOW"	"GTEX-1A3MX"	"Brain - Anterior cingulate cortex (BA24)"	45	46	3.8286413964891	3.85014760171006
"GTEX-1A3MX-0011-R4b-SM-7EWFK"	"GTEX-1A3MX"	"Brain - Amygdala"	37	28	3.63758615972639	3.36729582998647
"GTEX-1A3MX-0011-R5a-SM-79OM5"	"GTEX-1A3MX"	"Brain - Caudate (basal ganglia)"	33	25	3.52636052461616	3.25809653802148
"GTEX-1A3MX-0011-R6a-SM-7P8S9"	"GTEX-1A3MX"	"Brain - Nucleus accumbens (basal ganglia)"	42	48	3.76120011569356	3.89182029811063
"GTEX-1A3MX-0011-R7a-SM-7DUEM"	"GTEX-1A3MX"	"Brain - Putamen (basal ganglia)"	66	65	4.20469261939097	4.18965474202643
"GTEX-1A3MX-0011-R8a-SM-7P8PI"	"GTEX-1A3MX"	"Brain - Hypothalamus"	33	22	3.52636052461616	3.13549421592915
"GTEX-1A3MX-2926-SM-718B7"	"GTEX-1A3MX"	"Brain - Cerebellum"	50	42	3.93182563272433	3.76120011569356
"GTEX-1A3MX-3026-SM-731BF"	"GTEX-1A3MX"	"Brain - Cortex"	72	41	4.29045944114839	3.73766961828337
"GTEX-1A8G6-0011-R10b-SM-7P8PB"	"GTEX-1A8G6"	"Brain - Frontal Cortex (BA9)"	49	35	3.91202300542815	3.58351893845611
"GTEX-1A8G6-0011-R1a-SM-7P8PC"	"GTEX-1A8G6"	"Brain - Hippocampus"	40	36	3.71357206670431	3.61091791264422
"GTEX-1A8G6-0011-R5b-SM-7IGQG"	"GTEX-1A8G6"	"Brain - Caudate (basal ganglia)"	21	26	3.09104245335832	3.29583686600433
"GTEX-1A8G6-0011-R6b-SM-7P8PE"	"GTEX-1A8G6"	"Brain - Nucleus accumbens (basal ganglia)"	17	19	2.89037175789616	2.99573227355399
"GTEX-1A8G6-0011-R7b-SM-7MXTV"	"GTEX-1A8G6"	"Brain - Putamen (basal ganglia)"	39	22	3.68887945411394	3.13549421592915
"GTEX-1A8G6-0011-R8a-SM-7P8PD"	"GTEX-1A8G6"	"Brain - Hypothalamus"	30	29	3.43398720448515	3.40119738166216
"GTEX-1A8G6-2926-SM-731CK"	"GTEX-1A8G6"	"Brain - Cortex"	56	41	4.04305126783455	3.73766961828337
"GTEX-1A8G6-3126-SM-731D8"	"GTEX-1A8G6"	"Brain - Cerebellum"	17	9	2.89037175789616	2.30258509299405
"GTEX-1A8G7-0011-R2a-SM-7IGQI"	"GTEX-1A8G7"	"Brain - Substantia nigra"	10	17	2.39789527279837	2.89037175789616
"GTEX-1A8G7-0011-R8a-SM-7P8S6"	"GTEX-1A8G7"	"Brain - Hypothalamus"	6	7	1.94591014905531	2.07944154167984
"GTEX-1A8G7-0011-R9b-SM-7IGQH"	"GTEX-1A8G7"	"Brain - Spinal cord (cervical c-1)"	91	77	4.52178857704904	4.35670882668959
"GTEX-1A8G7-3026-SM-73KTT"	"GTEX-1A8G7"	"Brain - Cerebellum"	20	16	3.04452243772342	2.83321334405622
"GTEX-1A8G7-3126-SM-7IGP7"	"GTEX-1A8G7"	"Brain - Cortex"	47	55	3.87120101090789	4.02535169073515
"GTEX-1AX9I-0011-R11b-SM-7DHN4"	"GTEX-1AX9I"	"Brain - Cerebellar Hemisphere"	18	15	2.94443897916644	2.77258872223978
"GTEX-1AX9I-0011-R1b-SM-7RHG2"	"GTEX-1AX9I"	"Brain - Hippocampus"	43	35	3.78418963391826	3.58351893845611
"GTEX-1AX9I-0011-R4b-SM-7EPIB"	"GTEX-1AX9I"	"Brain - Amygdala"	70	60	4.26267987704132	4.11087386417331
"GTEX-1AX9I-0011-R5b-SM-793DI"	"GTEX-1AX9I"	"Brain - Caudate (basal ganglia)"	29	32	3.40119738166216	3.49650756146648
"GTEX-1AX9I-0011-R6a-SM-7P8PK"	"GTEX-1AX9I"	"Brain - Nucleus accumbens (basal ganglia)"	36	31	3.61091791264422	3.46573590279973
"GTEX-1AX9I-0011-R7b-SM-7P8Q3"	"GTEX-1AX9I"	"Brain - Putamen (basal ganglia)"	29	19	3.40119738166216	2.99573227355399
"GTEX-1AX9I-0011-R8a-SM-7P8PJ"	"GTEX-1AX9I"	"Brain - Hypothalamus"	39	34	3.68887945411394	3.55534806148941
"GTEX-1AX9I-3026-SM-73KUH"	"GTEX-1AX9I"	"Brain - Cortex"	71	84	4.27666611901606	4.44265125649032
"GTEX-1B8L1-0011-R10b-SM-7P8Q4"	"GTEX-1B8L1"	"Brain - Frontal Cortex (BA9)"	58	48	4.07753744390572	3.89182029811063
"GTEX-1B8L1-0011-R11b-SM-793DJ"	"GTEX-1B8L1"	"Brain - Cerebellar Hemisphere"	24	20	3.2188758248682	3.04452243772342
"GTEX-1B8L1-0011-R1a-SM-7P8SS"	"GTEX-1B8L1"	"Brain - Hippocampus"	56	48	4.04305126783455	3.89182029811063
"GTEX-1B8L1-0011-R2a-SM-9OSVL"	"GTEX-1B8L1"	"Brain - Substantia nigra"	31	21	3.46573590279973	3.09104245335832
"GTEX-1B8L1-0011-R3a-SM-7EPIO"	"GTEX-1B8L1"	"Brain - Anterior cingulate cortex (BA24)"	88	60	4.48863636973214	4.11087386417331
"GTEX-1B8L1-0011-R4a-SM-7EWFJ"	"GTEX-1B8L1"	"Brain - Amygdala"	32	31	3.49650756146648	3.46573590279973
"GTEX-1B8L1-0011-R5a-SM-7DHN5"	"GTEX-1B8L1"	"Brain - Caudate (basal ganglia)"	32	30	3.49650756146648	3.43398720448515
"GTEX-1B8L1-0011-R6b-SM-7P8SU"	"GTEX-1B8L1"	"Brain - Nucleus accumbens (basal ganglia)"	31	42	3.46573590279973	3.76120011569356
"GTEX-1B8L1-0011-R7b-SM-9OSVK"	"GTEX-1B8L1"	"Brain - Putamen (basal ganglia)"	59	41	4.0943445622221	3.73766961828337
"GTEX-1B8L1-0011-R8b-SM-7P8ST"	"GTEX-1B8L1"	"Brain - Hypothalamus"	17	17	2.89037175789616	2.89037175789616
"GTEX-1B8L1-0011-R9b-SM-9WG5U"	"GTEX-1B8L1"	"Brain - Spinal cord (cervical c-1)"	122	94	4.81218435537242	4.55387689160054
"GTEX-1B8L1-3026-SM-7EPHK"	"GTEX-1B8L1"	"Brain - Cortex"	123	74	4.82028156560504	4.31748811353631
"GTEX-1B8L1-3226-SM-7P8OX"	"GTEX-1B8L1"	"Brain - Cerebellum"	20	13	3.04452243772342	2.63905732961526
"GTEX-1B8SF-0011-R10b-SM-7P8SW"	"GTEX-1B8SF"	"Brain - Frontal Cortex (BA9)"	32	36	3.49650756146648	3.61091791264422
"GTEX-1B8SF-0011-R11a-SM-79OOP"	"GTEX-1B8SF"	"Brain - Cerebellar Hemisphere"	4	3	1.6094379124341	1.38629436111989
"GTEX-1B8SF-0011-R1b-SM-7P8Q8"	"GTEX-1B8SF"	"Brain - Hippocampus"	45	37	3.8286413964891	3.63758615972639
"GTEX-1B8SF-0011-R5a-SM-79OOO"	"GTEX-1B8SF"	"Brain - Caudate (basal ganglia)"	17	27	2.89037175789616	3.3322045101752
"GTEX-1B8SF-0011-R6b-SM-7MXUD"	"GTEX-1B8SF"	"Brain - Nucleus accumbens (basal ganglia)"	40	40	3.71357206670431	3.71357206670431
"GTEX-1B8SF-0011-R7b-SM-9OSVM"	"GTEX-1B8SF"	"Brain - Putamen (basal ganglia)"	27	18	3.3322045101752	2.94443897916644
"GTEX-1B8SF-0011-R8b-SM-7P8SX"	"GTEX-1B8SF"	"Brain - Hypothalamus"	17	22	2.89037175789616	3.13549421592915
"GTEX-1B8SF-3026-SM-731DX"	"GTEX-1B8SF"	"Brain - Cerebellum"	9	8	2.30258509299405	2.19722457733622
"GTEX-1B8SF-3126-SM-73KU1"	"GTEX-1B8SF"	"Brain - Cortex"	92	58	4.53259949315326	4.07753744390572
"GTEX-1B8SG-0011-R11a-SM-7P8PF"	"GTEX-1B8SG"	"Brain - Cerebellar Hemisphere"	4	2	1.6094379124341	1.09861228866811
"GTEX-1B8SG-0011-R2b-SM-79OOT"	"GTEX-1B8SG"	"Brain - Substantia nigra"	29	20	3.40119738166216	3.04452243772342
"GTEX-1B8SG-0011-R8b-SM-7IGNW"	"GTEX-1B8SG"	"Brain - Hypothalamus"	8	10	2.19722457733622	2.39789527279837
"GTEX-1B8SG-1726-SM-73KXK"	"GTEX-1B8SG"	"Brain - Cortex"	31	17	3.46573590279973	2.89037175789616
"GTEX-1B8SG-1926-SM-73KUB"	"GTEX-1B8SG"	"Brain - Cerebellum"	10	7	2.39789527279837	2.07944154167984
"GTEX-1B933-0011-R10b-SM-9OSVN"	"GTEX-1B933"	"Brain - Frontal Cortex (BA9)"	77	57	4.35670882668959	4.06044301054642
"GTEX-1B933-0011-R11a-SM-7P8PM"	"GTEX-1B933"	"Brain - Cerebellar Hemisphere"	7	7	2.07944154167984	2.07944154167984
"GTEX-1B933-0011-R1b-SM-9QEGW"	"GTEX-1B933"	"Brain - Hippocampus"	53	41	3.98898404656427	3.73766961828337
"GTEX-1B933-0011-R2b-SM-7IGNM"	"GTEX-1B933"	"Brain - Substantia nigra"	51	35	3.95124371858143	3.58351893845611
"GTEX-1B933-0011-R3b-SM-7P8PL"	"GTEX-1B933"	"Brain - Anterior cingulate cortex (BA24)"	80	49	4.39444915467244	3.91202300542815
"GTEX-1B933-0011-R5b-SM-7P8SA"	"GTEX-1B933"	"Brain - Caudate (basal ganglia)"	37	36	3.63758615972639	3.61091791264422
"GTEX-1B933-0011-R6b-SM-79OOQ"	"GTEX-1B933"	"Brain - Nucleus accumbens (basal ganglia)"	19	23	2.99573227355399	3.17805383034795
"GTEX-1B933-0011-R7a-SM-7DUGX"	"GTEX-1B933"	"Brain - Putamen (basal ganglia)"	52	46	3.97029191355212	3.85014760171006
"GTEX-1B933-0011-R8a-SM-9QEGX"	"GTEX-1B933"	"Brain - Hypothalamus"	47	28	3.87120101090789	3.36729582998647
"GTEX-1B933-0011-R9a-SM-79OOR"	"GTEX-1B933"	"Brain - Spinal cord (cervical c-1)"	70	42	4.26267987704132	3.76120011569356
"GTEX-1B933-3026-SM-731DB"	"GTEX-1B933"	"Brain - Cerebellum"	17	16	2.89037175789616	2.83321334405622
"GTEX-1B933-3126-SM-7P8RL"	"GTEX-1B933"	"Brain - Cortex"	79	73	4.38202663467388	4.30406509320417
"GTEX-1B996-0011-R10b-SM-CJI3T"	"GTEX-1B996"	"Brain - Frontal Cortex (BA9)"	62	52	4.14313472639153	3.97029191355212
"GTEX-1B996-0011-R1b-SM-7P8PO"	"GTEX-1B996"	"Brain - Hippocampus"	39	44	3.68887945411394	3.80666248977032
"GTEX-1B996-0011-R2a-SM-7IGON"	"GTEX-1B996"	"Brain - Substantia nigra"	49	51	3.91202300542815	3.95124371858143
"GTEX-1B996-0011-R3b-SM-9QEGY"	"GTEX-1B996"	"Brain - Anterior cingulate cortex (BA24)"	87	83	4.47733681447821	4.43081679884331
"GTEX-1B996-0011-R4b-SM-9OSVO"	"GTEX-1B996"	"Brain - Amygdala"	76	52	4.34380542185368	3.97029191355212
"GTEX-1B996-0011-R5a-SM-7P8PN"	"GTEX-1B996"	"Brain - Caudate (basal ganglia)"	60	36	4.11087386417331	3.61091791264422
"GTEX-1B996-0011-R6b-SM-793AQ"	"GTEX-1B996"	"Brain - Nucleus accumbens (basal ganglia)"	69	54	4.24849524204936	4.00733318523247
"GTEX-1B996-0011-R7b-SM-7IGNT"	"GTEX-1B996"	"Brain - Putamen (basal ganglia)"	86	73	4.46590811865458	4.30406509320417
"GTEX-1B996-0011-R8b-SM-79OOS"	"GTEX-1B996"	"Brain - Hypothalamus"	40	50	3.71357206670431	3.93182563272433
"GTEX-1B996-2926-SM-7MXUH"	"GTEX-1B996"	"Brain - Cerebellum"	15	24	2.77258872223978	3.2188758248682
"GTEX-1BAJH-0011-R10a-SM-7MXT9"	"GTEX-1BAJH"	"Brain - Frontal Cortex (BA9)"	36	42	3.61091791264422	3.76120011569356
"GTEX-1BAJH-0011-R11b-SM-7IGLM"	"GTEX-1BAJH"	"Brain - Cerebellar Hemisphere"	12	11	2.56494935746154	2.484906649788
"GTEX-1BAJH-0011-R1a-SM-7P8SV"	"GTEX-1BAJH"	"Brain - Hippocampus"	29	27	3.40119738166216	3.3322045101752
"GTEX-1BAJH-0011-R3a-SM-7IGNU"	"GTEX-1BAJH"	"Brain - Anterior cingulate cortex (BA24)"	31	21	3.46573590279973	3.09104245335832
"GTEX-1BAJH-0011-R6b-SM-7MXT2"	"GTEX-1BAJH"	"Brain - Nucleus accumbens (basal ganglia)"	14	12	2.70805020110221	2.56494935746154
"GTEX-1BAJH-0011-R8a-SM-7MXUB"	"GTEX-1BAJH"	"Brain - Hypothalamus"	22	18	3.13549421592915	2.94443897916644
"GTEX-1BAJH-0011-R9b-SM-7EPIQ"	"GTEX-1BAJH"	"Brain - Spinal cord (cervical c-1)"	65	48	4.18965474202643	3.89182029811063
"GTEX-1BAJH-3126-SM-7MGXY"	"GTEX-1BAJH"	"Brain - Cerebellum"	9	14	2.30258509299405	2.70805020110221
"GTEX-1C64N-0011-R11b-SM-7P8Q6"	"GTEX-1C64N"	"Brain - Cerebellar Hemisphere"	11	8	2.484906649788	2.19722457733622
"GTEX-1C64N-0011-R1b-SM-7P8Q7"	"GTEX-1C64N"	"Brain - Hippocampus"	35	23	3.58351893845611	3.17805383034795
"GTEX-1C64N-0011-R6a-SM-7IGO9"	"GTEX-1C64N"	"Brain - Nucleus accumbens (basal ganglia)"	9	15	2.30258509299405	2.77258872223978
"GTEX-1C64N-0011-R7a-SM-7IGOI"	"GTEX-1C64N"	"Brain - Putamen (basal ganglia)"	16	17	2.83321334405622	2.89037175789616
"GTEX-1C64N-0011-R8b-SM-7MGXE"	"GTEX-1C64N"	"Brain - Hypothalamus"	13	10	2.63905732961526	2.39789527279837
"GTEX-1C64N-3026-SM-7MGVU"	"GTEX-1C64N"	"Brain - Cortex"	34	28	3.55534806148941	3.36729582998647
"GTEX-1C64N-3126-SM-79OO3"	"GTEX-1C64N"	"Brain - Cerebellum"	14	7	2.70805020110221	2.07944154167984
"GTEX-1C6VQ-0011-R10b-SM-7P8Q1"	"GTEX-1C6VQ"	"Brain - Frontal Cortex (BA9)"	46	39	3.85014760171006	3.68887945411394
"GTEX-1C6VQ-0011-R1a-SM-7P8Q2"	"GTEX-1C6VQ"	"Brain - Hippocampus"	17	31	2.89037175789616	3.46573590279973
"GTEX-1C6VQ-0011-R9a-SM-7SB85"	"GTEX-1C6VQ"	"Brain - Spinal cord (cervical c-1)"	75	65	4.33073334028633	4.18965474202643
"GTEX-1C6VQ-3026-SM-7IGPU"	"GTEX-1C6VQ"	"Brain - Cortex"	55	45	4.02535169073515	3.8286413964891
"GTEX-1C6VR-0011-R10b-SM-7P8QA"	"GTEX-1C6VR"	"Brain - Frontal Cortex (BA9)"	38	40	3.66356164612965	3.71357206670431
"GTEX-1C6VR-0011-R1a-SM-7MXUE"	"GTEX-1C6VR"	"Brain - Hippocampus"	28	15	3.36729582998647	2.77258872223978
"GTEX-1C6VR-0011-R2a-SM-7RHGZ"	"GTEX-1C6VR"	"Brain - Substantia nigra"	26	29	3.29583686600433	3.40119738166216
"GTEX-1C6VR-0011-R4b-SM-9QEGZ"	"GTEX-1C6VR"	"Brain - Amygdala"	26	21	3.29583686600433	3.09104245335832
"GTEX-1C6VR-0011-R5a-SM-9QEH1"	"GTEX-1C6VR"	"Brain - Caudate (basal ganglia)"	23	25	3.17805383034795	3.25809653802148
"GTEX-1C6VR-0011-R6a-SM-7MXU8"	"GTEX-1C6VR"	"Brain - Nucleus accumbens (basal ganglia)"	22	18	3.13549421592915	2.94443897916644
"GTEX-1C6VR-0011-R8b-SM-7MXUF"	"GTEX-1C6VR"	"Brain - Hypothalamus"	15	23	2.77258872223978	3.17805383034795
"GTEX-1C6VR-3026-SM-7IGLW"	"GTEX-1C6VR"	"Brain - Cerebellum"	20	15	3.04452243772342	2.77258872223978
"GTEX-1C6VS-0011-R5a-SM-7MXU9"	"GTEX-1C6VS"	"Brain - Caudate (basal ganglia)"	64	64	4.17438726989564	4.17438726989564
"GTEX-1C6VS-0011-R9b-SM-9WG5W"	"GTEX-1C6VS"	"Brain - Spinal cord (cervical c-1)"	53	66	3.98898404656427	4.20469261939097
"GTEX-1C6VS-3026-SM-79OLA"	"GTEX-1C6VS"	"Brain - Cortex"	88	73	4.48863636973214	4.30406509320417
"GTEX-1C6WA-0011-R3a-SM-9OSVP"	"GTEX-1C6WA"	"Brain - Anterior cingulate cortex (BA24)"	39	35	3.68887945411394	3.58351893845611
"GTEX-1C6WA-0011-R4a-SM-9QEH2"	"GTEX-1C6WA"	"Brain - Amygdala"	19	27	2.99573227355399	3.3322045101752
"GTEX-1C6WA-0011-R5a-SM-9WG5X"	"GTEX-1C6WA"	"Brain - Caudate (basal ganglia)"	45	48	3.8286413964891	3.89182029811063
"GTEX-1C6WA-0011-R6a-SM-7PBYP"	"GTEX-1C6WA"	"Brain - Nucleus accumbens (basal ganglia)"	65	59	4.18965474202643	4.0943445622221
"GTEX-1C6WA-0011-R7b-SM-7P8S8"	"GTEX-1C6WA"	"Brain - Putamen (basal ganglia)"	22	19	3.13549421592915	2.99573227355399
"GTEX-1C6WA-0011-R8b-SM-7P8S7"	"GTEX-1C6WA"	"Brain - Hypothalamus"	46	28	3.85014760171006	3.36729582998647
"GTEX-1C6WA-3026-SM-7P8RQ"	"GTEX-1C6WA"	"Brain - Cortex"	45	43	3.8286413964891	3.78418963391826
"GTEX-1C6WA-3326-SM-7MKGN"	"GTEX-1C6WA"	"Brain - Cerebellum"	4	5	1.6094379124341	1.79175946922806
"GTEX-1CAMQ-0011-R8a-SM-ARU85"	"GTEX-1CAMQ"	"Brain - Hypothalamus"	22	25	3.13549421592915	3.25809653802148
"GTEX-1CAMQ-0011-R9a-SM-9WG5Z"	"GTEX-1CAMQ"	"Brain - Spinal cord (cervical c-1)"	53	56	3.98898404656427	4.04305126783455
"GTEX-1CAV2-0011-R11a-SM-ARU8D"	"GTEX-1CAV2"	"Brain - Cerebellar Hemisphere"	21	11	3.09104245335832	2.484906649788
"GTEX-1CAV2-0011-R1a-SM-ARZML"	"GTEX-1CAV2"	"Brain - Hippocampus"	14	11	2.70805020110221	2.484906649788
"GTEX-1CAV2-0011-R5b-SM-9QEH4"	"GTEX-1CAV2"	"Brain - Caudate (basal ganglia)"	24	19	3.2188758248682	2.99573227355399
"GTEX-1CAV2-0011-R9b-SM-9WG5M"	"GTEX-1CAV2"	"Brain - Spinal cord (cervical c-1)"	63	51	4.15888308335967	3.95124371858143
"GTEX-1CAV2-2726-SM-7IGNN"	"GTEX-1CAV2"	"Brain - Cortex"	42	37	3.76120011569356	3.63758615972639
"GTEX-1CB4G-0011-R10a-SM-9QEHS"	"GTEX-1CB4G"	"Brain - Frontal Cortex (BA9)"	61	60	4.12713438504509	4.11087386417331
"GTEX-1CB4G-0011-R11a-SM-9OSWG"	"GTEX-1CB4G"	"Brain - Cerebellar Hemisphere"	21	16	3.09104245335832	2.83321334405622
"GTEX-1CB4G-0011-R1b-SM-9QEHT"	"GTEX-1CB4G"	"Brain - Hippocampus"	52	40	3.97029191355212	3.71357206670431
"GTEX-1CB4G-0011-R2a-SM-9QEGQ"	"GTEX-1CB4G"	"Brain - Substantia nigra"	29	24	3.40119738166216	3.2188758248682
"GTEX-1CB4G-0011-R3a-SM-CE6QQ"	"GTEX-1CB4G"	"Brain - Anterior cingulate cortex (BA24)"	37	29	3.63758615972639	3.40119738166216
"GTEX-1CB4G-0011-R4b-SM-CJI28"	"GTEX-1CB4G"	"Brain - Amygdala"	25	19	3.25809653802148	2.99573227355399
"GTEX-1CB4G-0011-R5a-SM-CKZNM"	"GTEX-1CB4G"	"Brain - Caudate (basal ganglia)"	51	52	3.95124371858143	3.97029191355212
"GTEX-1CB4G-0011-R6b-SM-9QEGO"	"GTEX-1CB4G"	"Brain - Nucleus accumbens (basal ganglia)"	39	32	3.68887945411394	3.49650756146648
"GTEX-1CB4G-0011-R7b-SM-9QEGP"	"GTEX-1CB4G"	"Brain - Putamen (basal ganglia)"	39	33	3.68887945411394	3.52636052461616
"GTEX-1CB4G-0011-R8b-SM-9WG7H"	"GTEX-1CB4G"	"Brain - Hypothalamus"	37	23	3.63758615972639	3.17805383034795
"GTEX-1CB4G-2926-SM-7MKFQ"	"GTEX-1CB4G"	"Brain - Cerebellum"	35	23	3.58351893845611	3.17805383034795
"GTEX-1CB4H-0011-R10b-SM-9QEH3"	"GTEX-1CB4H"	"Brain - Frontal Cortex (BA9)"	58	57	4.07753744390572	4.06044301054642
"GTEX-1CB4H-0011-R3b-SM-9OSVI"	"GTEX-1CB4H"	"Brain - Anterior cingulate cortex (BA24)"	88	60	4.48863636973214	4.11087386417331
"GTEX-1CB4H-0011-R5b-SM-9QEGN"	"GTEX-1CB4H"	"Brain - Caudate (basal ganglia)"	84	107	4.44265125649032	4.68213122712422
"GTEX-1CB4H-0011-R6b-SM-CKZNK"	"GTEX-1CB4H"	"Brain - Nucleus accumbens (basal ganglia)"	49	44	3.91202300542815	3.80666248977032
"GTEX-1CB4H-0011-R7b-SM-CJI27"	"GTEX-1CB4H"	"Brain - Putamen (basal ganglia)"	61	71	4.12713438504509	4.27666611901606
"GTEX-1CB4H-0011-R8b-SM-CJI26"	"GTEX-1CB4H"	"Brain - Hypothalamus"	31	23	3.46573590279973	3.17805383034795
"GTEX-1CB4H-0011-R9a-SM-CKZNL"	"GTEX-1CB4H"	"Brain - Spinal cord (cervical c-1)"	57	65	4.06044301054642	4.18965474202643
"GTEX-1CB4H-3026-SM-79OLX"	"GTEX-1CB4H"	"Brain - Cerebellum"	25	30	3.25809653802148	3.43398720448515
"GTEX-1CB4H-3126-SM-7IGN4"	"GTEX-1CB4H"	"Brain - Cortex"	70	68	4.26267987704132	4.23410650459726
"GTEX-1CB4J-0011-R10a-SM-9WG63"	"GTEX-1CB4J"	"Brain - Frontal Cortex (BA9)"	110	99	4.70953020131233	4.60517018598809
"GTEX-1CB4J-0011-R1a-SM-9WG64"	"GTEX-1CB4J"	"Brain - Hippocampus"	28	37	3.36729582998647	3.63758615972639
"GTEX-1CB4J-0011-R4b-SM-9WG5P"	"GTEX-1CB4J"	"Brain - Amygdala"	63	56	4.15888308335967	4.04305126783455
"GTEX-1CB4J-0011-R6b-SM-9WG7B"	"GTEX-1CB4J"	"Brain - Nucleus accumbens (basal ganglia)"	105	89	4.66343909411207	4.49980967033027
